Filename,Category,Increase,Decrease,ReasonForVariation,Platform,Source,Date,Variation...m.
A400M_2008_2008_2_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Contracting Process,NA,NA,"Realism to reflect 3 month delay in 2000/01 to contract effectivity (+£52m). Slip of aircraft payments and associated equipment to reflect above contract let decision (+£15m). Improved costing data for Configuration Items available (+£160m). Contract Effectivity Date slipped from November 2001 - October 2002 (+£149m). Contract Effectivity Date slipped from October 2002 - April 2003 (-£59m). Adjustments in line with increased knowledge of Programme (+£66m). Contract Effectivity Date slipped from April 2003 - May 2003, includes redefinition of Asset Deliveries to align with aircraft delivery schedule (-£30m).",A400M,2008,Historic,353
A400M_2008_2008_2_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,"A decrease in 2005/2006 (-£24m). Variation in 2004/2005 (+£39m). Variation in exchange rate assumptions used in the Business Case, 2000/2001, 2001/2002 and 2002/2003 (-£232m). Variation in 2003/04 (+£222m).",A400M,2008,Historic,5
A400M_2008_2008_2_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,"An increase in 2005/2006 (+£14m). An increase in 2004/2005 (+£8m). Changes between inflation rate assumed in the Business Case and yearly inflation indices resulting in a decrease 2000/2001 (-£6m), an increase 2001/2002 (+£6m), a decrease 2002/2003 (-£10m).",A400M,2008,Historic,12
A400M_2008_2008_2_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Strategy,NA,NA,"Total number of aircraft ordered by participating nations higher than anticipated, and consequent reduction in Unit Production Cost (-£65m). Subsequent contract renegotiation due to German reduction in offtake (+£130m).",A400M,2008,Historic,65
A400M_2008_2008_2_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,"Increase in Training costs, figures from industry indicated a shortfall in costing line (+£32m). Realism decrease to Support activities post aircraft delivery (-£3m). Programme realism with regard to costing Technical Publications (-£5m), Special To Type Equipment (-£5m), Aircraft Ground Equipment (-£4m), Government Furnished Equipment/Facilities (-£7m) and Codification of equipment/spares (-£1m). Training Needs Analysis identified the need for funding increase; Develop & Build Facilities (+£11m), Initial Training (+£7m), Develop & Build Training Devices (+£6m), and Develop & Build Training Facilities (-£3m). Identification of UK only certification requirements (+£6m). Costing realism in line with better programme understanding including adjustment for actual sunk costs (-£6m). Costing re- adjusted with understanding of future programme – Certification (-£15m), Government Furnished Equipment (+£4m), Support (+£4m). Re-profiling deliveries for realism Build Facilities (-£1m), Initial Provision Spares (-£5m), Deployment Kits (-£1m). Reduction in the requirement for government procured items. (-£46m). Improved understanding of programme requirement for Initial Provision Spares (+£83m), Deployment Kits (-£1m), Initial Training (-£13m) and Mission Planning & Restitution System (-£10m).",A400M,2008,Historic,27
A400M_2008_2008_2_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Risk Differential,NA,NA,Difference between the risk allowed for in the most likely (50%) and the approved figures at Main Gate,A400M,2008,Historic,-116
A400M_2008_2008_2_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,NA,NA,NA,NA,A400M,2008,Net Variation,-112
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,A loss in 2008/2009 due to the fall in value of £ vs €.,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,NA,NA,NA,An increase in Cost of Capital Charge as a result of programme delays,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,A reduction in the need to use the International Training Centre facilities due to programme delays,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An increase on payments for the training service,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Inclusion of VAT on payments for training service,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Increase due to the reassessment of the need for capital spares,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Portable Removable On-Board Inert Gas Generation System fuel tank inertion system,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase based on the latest delivery schedule,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Increase due to a revised estimate of the cost of training,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An increase in 2008/2009,A400M,2009,2/1/2009 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Inclusion of additional airworthiness support to cover aircraft release to service,A400M,2009,7/1/2008 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Variation in 2008/2009,A400M,2009,7/1/2008 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase in 2008/2009,A400M,2009,7/1/2008 0:00,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Reintroduction of one training simulator,A400M,2009,April,***
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Variation in Cost of Capital Charge due to a revision of accruals in future forecast costs (-£8m). Changes to Cost of Capital Charge and Sunk Costs (-£1m). Correction of previous years treatment of deliveries (+£1m). Transfer from RDEL to CDEL (-£1m). Difference in variation figures due to revision of Cost of Capital Charge (-£42m). Changes in timing of expenditure leading to a variation in Cost of Capital Charge (-£26m),A400M,2009,Historic,-77
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Budgetary Factors,NA,NA,"Departmental Reviews have identified savings to programme risks (-£23m). Changed delivery profile from that in the Business Case (-£61m). Minor realism adjustments, includes UK share of Organisation Conjointe de Coopération en matière d'ARmement (OCCAR) Programme Division costs (+£5m), QinetiQ Support costs increased (+£1m), unidentified variance (+£1m). Equipment Programme Measure deleting 1 Simulator (-£20m). Minor realism changes includes Certification, Special To Type equipment and Training Facilities (+£7m). Realism reprofile of Development Production Phase contract together with Directed Infra-Red Counter Measures and Cargo Hold Mock-up costs (-£4m) and associated Cost Of Capital charges (+£1m)",A400M,2009,Historic,-93
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Defer UK A400M National Training Facility by 2 years (-£2m). Fuel Tank Inertion System Pipe work (+£6m). Deletion of Centralised Crypto Management Unit requirement (-£12m). Deletion of Civil Pallets Configuration Item (-£5m). Addition of Propeller Brake (+£6m). Option to re- profile Training Facilities for realism (-£1m). Programme measure to move deferred configuration Items back into aircraft delivery profile (-£2m). Reduction in number of aircraft to be equipped with Defensive Aids Sub- System from 25 to 9 (-£238m). Programme option to delete and defer Configuration Items and to slip In Service Date by 12 months. (-£81m). Option bringing the Defensive Aids Sub-System forward onto aircraft 1-9 (+£9m). Delay of programme by 9 months (-£12m) and associated Cost Of Capital changes (+£25m) Deletion of one training simulator (-£23m) and associated Cost Of Capital changes (-£3m),A400M,2009,Historic,-333
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Process,NA,NA,"Realism to reflect 3 month delay in 2000/01 to contract effectivity (+£52m).  Slip of aircraft payments and associated equipment to reflect above contract let decision (+£15m). Improved costing data for Configuration Items available (+£160m). Contract Effectivity Date slipped from November 2001 - October 2002 (+£149m). Contract Effectivity Date slipped from October 2002 - April 2003 (-£59m). Adjustments in line with increased knowledge of Programme (+£66m). Contract Effectivity Date slipped from April 2003 - May 2003, includes redefinition of Asset Deliveries to align with aircraft delivery schedule (-£30m).",A400M,2009,Historic,353
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,"A decrease in 2005/2006 (-£24m). Variation in 2004/2005 (+£39m). Variation in exchange rate assumptions used in the Business Case, 2000/2001, 2001/2002 and 2002/2003 (-£232m). Variation in 2003/04 (+£222m). Exchange rate changes (-£15m) and associated Cost Of Capital changes (-£1m).",A400M,2009,Historic,-11
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,"An increase in 2005/2006 (+£14m). An increase in 2004/2005 (+£8m). Changes between inflation rate assumed in the Business Case and yearly inflation indices resulting in a decrease 2000/2001 (-£6m), an increase 2001/2002 (+£6m), a decrease 2002/2003 (-£10m).",A400M,2009,Historic,12
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Process,NA,NA,"Total number of aircraft order by participating nations higher than anticipated, and consequent reduction in Unit Production Cost (-£65m). Subsequent contract renegotiation due to German reduction in offtake (+£130m).",A400M,2009,Historic,65
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,"Increase in Training costs, figures from industry indicated a shortfall in costing line (+£32m). Realism decrease to Support activities post aircraft delivery (-£3m). Programme realism with regard to costing Technical Publications (-£5m), Special To Type Equipment (-£5m), Aircraft Ground Equipment (-£4m), Government Furnished Equipment/Facilities (-£7m) and Codification of equipment/spares (-£1m). Training Needs Analysis identified the need for funding increase; Develop & Build Facilities (+£11m), Initial Training (+£7m), Develop & Build Training Devices (+£6m), and Develop & Build Training Facilities (-£3m). Identification of UK only certification requirements (+£6m). Costing realism in line with better programme understanding including adjustment for actual sunk costs (-£6m). Costing re-adjusted with understanding of future programme – Certification (-£15m), Government Furnished Equipment (+£4m), Support (+£4m). Re-profiling deliveries for realism. Build Facilities (-£1m), Initial Provision Spares (-£5m), Deployment Kits (-£1m). Reduction in the requirement for government procured items. (-£46m).  Improved understanding of programme requirement for Initial Provision Spares (+£83m), Deployment Kits (-£1m), Initial Training (-£13m) and Mission Planning & Restitution System (-£10m) Growth in estimates for training and Government Furnished Facilities (+£57m) and associated Cost Of Capital changes (+£4m).",A400M,2009,Historic,88
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Risk Differential,NA,NA,Difference between the risk allowed for in the most likely (50%) and the approved figures at Main Gate,A400M,2009,Historic,-116
A400M_2009_2009_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,NA,NA,NA,NA,A400M,2009,Net Variation,541
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An In Year gain due to the increase in the value of £ vs € due to the difference between the set planning exchange rate and actual outturn,A400M,2010,3/1/2010 0:00,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,A reduction in the need to use the International Training Centre facilities due to programme delays,A400M,2010,3/1/2010 0:00,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes (International Collaboration),NA,NA,A change due to the programme reblaancing as a result of work undertaken in support of concluding an amended contract,A400M,2010,3/1/2010 0:00,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Loss due to the difference between the set planning exchange rate and the forecast outturn ,A400M,2010,3/1/2010 0:00,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes,NA,NA,Revised costing for Mission Planning System due to change from acquisition only to also include support,A400M,2010,3/1/2010 0:00,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Increase due to the reassessment of the need for capital spares (two long deployment kits,A400M,2010,3/1/2010 0:00,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,A loss in 2008/2009 due to the fall in the value of £ vs €,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Re-definitions,NA,NA,An increase in Cost of Capital Charge as a result of programme delays,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,A reduction in the need to use the International Training Centre facilities due to programme delays,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An increase on payments for training service,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Inclusion of VAT on payments for training service,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Increase due to the reassessment of the need for capital spares,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Portable Removable On-Board Inert Gas Generation System fuel tank inerting system,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase based on latest delivery schedule,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Increase due to a revised estimate of the cost of training,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An increase in 2008/2009,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Inclusion of additional airworthiness support to cover aircraft release to service,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Variation in 2008/2009,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase in 2008/2009,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Reintroduction of one training simulator,A400M,2010,Historic,***
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Re-definitions,NA,NA,Variation in Cost of Capital Charge due to a revision of accruals in future forecast costs (-£8m). Changes to Cost of Capital Charge and Sunk Costs (-£1m). Correction of previous years treatment of deliveries (+£1m). Transfer from RDEL to CDEL (-£1m). Difference in variation figures due to revision of Cost of Capital Charge (-£42m). Changes in timing of expenditure leading to a variation in Cost of Capital Charge (-£26m),A400M,2010,Historic,-77
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Budgetary Priorities,NA,NA,"Departmental Reviews have identified savings to programme risks (-£23m). Changed delivery profile from that in the Business Case (-£61m). Minor realism adjustments, includes UK share of Organisation Conjointe de Coopération en matière d'ARmement (OCCAR) Programme Division costs (+£5m), QinetiQ Support costs increased (+£1m), unidentified variance (+£1m). Equipment Programme Measure deleting 1 Simulator (-£20m). Minor realism changes includes Certification, Special To Type equipment and Training Facilities  (+£7m). Realism reprofile of Development Production Phase contract together with Directed Infra-Red Counter Measures and Cargo Hold Mock-up costs (-£4m) and associated Cost Of Capital charges (+£1m)",A400M,2010,Historic,-93
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Defer UK A400M National Training Facility by 2 years (-£2m). Fuel Tank Inertion System Pipe work (+£6m). Deletion of Centralised Crypto Management Unit requirement (-£12m). Deletion of Civil Pallets Configuration Item (-£5m). Addition of Propeller Brake (+£6m). Option to re-profile Training Facilities for Realism (-£1m). Programme measure to move deferred configuration Items back into aircraft delivery profile (-£2m). Reduction in number of aircraft to be equipped with Defensive Aids Sub-System from 25 to 9 (-£238m). Programme option to delete and defer Configuration Items and to slip In Service Date by 12 months. (-£81m). Option bringing the Defensive Aids Sub-System forward onto aircraft 1-9 (+£9m). Delay of programme by 9 months (-£12m) and associated Cost Of Capital changes (+£25m) Deletion of one training simulator (-£23m) and associated Cost Of Capital changes (-£3m),A400M,2010,Historic,-333
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Contracting Process,NA,NA,"Realism to reflect 3 month delay in 2000/01 to contract effectivity (+£52m).  Slip of aircraft payments and associated equipment to reflect above contract let decision (+£15m).  Improved costing data for Configuration Items available (+£160m). Contract Effectivity Date slipped from November 2001 - October 2002 (+£149m). Contract Effectivity Date slipped from October 2002 - April 2003 (-£59m). Adjustments in line with increased knowledge of Programme (+£66m). Contract Effectivity Date slipped from April 2003 - May 2003, includes redefinition of Asset Deliveries to align with aircraft delivery schedule (-£30m).",A400M,2010,Historic,353
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,"A decrease in 2005/2006 (-£24m). Variation in 2004/2005 (+£39m). Variation in exchange rate assumptions used in the Business Case, 2000/2001, 2001/2002 and 2002/2003 (-£232m). Variation in 2003/04 (+£222m). Exchange rate changes (-£15m) and associated Cost Of Capital changes (-£1m)",A400M,2010,Historic,-11
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,"An increase in 2005/2006 (+£14m). An increase in 2004/2005 (+£8m). Changes between inflation rate assumed in the Business Case and yearly inflation indices resulting in a decrease 2000/2001 (-£6m), an increase 2001/2002 (+£6m), a decrease  2002/2003 (-£10m).",A400M,2010,Historic,12
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Strategy,NA,NA,"Total number of aircraft ordered by participating nations higher than anticipated, and consequent reduction in Unit Production Cost (-£65m). Subsequent contract renegotiation due to German reduction in offtake (+£130m).",A400M,2010,Historic,65
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,"Increase in Training costs, figures from industry indicated a shortfall in costing line (+£32m). Realism decrease to Support activities post aircraft delivery (-£3m). Programme realism with regard to costing Technical Publications (-£5m), Special To Type Equipment (-£5m), Aircraft Ground Equipment (-£4m), Government Furnished Equipment/Facilities (-£7m) and Codification of equipment/spares (-£1m). Training Needs Analysis identified the need for funding increase; Develop & Build Facilities (+£11m), Initial Training (+£7m), Develop & Build Training Devices (+£6m), and Develop & Build Training Facilities (-£3m). Identification of UK only certification requirements (+£6m). Costing realism in line with better programme understanding including adjustment for actual sunk costs (-£6m). Costing re- adjusted with understanding of future programme – Certification (-£15m), Government Furnished Equipment (+£4m), Support (+£4m). Re-profiling deliveries for realism Build Facilities (-£1m), Initial Provision Spares (-£5m), Deployment Kits (-£1m). Reduction in the requirement for government procured items. (-£46m).  Improved understanding of programme requirement for Initial Provision Spares (+£83m), Deployment Kits (-£1m), Initial Training (-£13m) and Mission Planning & Restitution System (-£10m) Growth in estimates for training and Government Furnished Facilities (+£57m) and associated Cost Of Capital changes (+£4m).",A400M,2010,Historic,88
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Risk Differential,NA,NA,Difference between the risk allowed for in the most likely (50%) and the approved figures at Main Gate,A400M,2010,Historic,-116
A400M_2010_2010_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,NA,NA,NA,NA,A400M,2010,Net Variation,487
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,A Planning Round 2011 Option to swap an early delivery aircraft with oen due to be delivered ,A400M,2011,4/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Process - International Collaboration,NA,NA,A Planning Round 2011 Option to reprofile payments to align them with the revised delivery schedule agreed in the six nationa international collaborative contract (***) and associated risk (***),A400M,2011,4/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Process - International Collaboration,NA,NA,A change due to a realignment of payments with the revised programme schedule agreed in the six nationa international collaborative contract,A400M,2011,3/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Foreign Exchange increase due to changes in planning assumptions,A400M,2011,3/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase due to chagnes in inflation assumption in the 2011 Planning Round,A400M,2011,3/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes,NA,NA,Increase in estimated cost of Supplier Network Installation for the spares ordering system,A400M,2011,3/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,A reprofiling of initial support spares to align with the revised aircraft delivery programme,A400M,2011,3/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Removal of Indirect RDEL (Foreign Exchange) in accordance with a change in Departmental policy,A400M,2011,3/1/2011 0:00,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Removal of Cost of Capital due to Clear line of Sigh policy implemented by HM Treasury,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An In Year gain due to the increase in the value of £ vs € due to the difference between the set planning exchange rate and actual outturn,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,A reduction in the need to use the International Training Centre facilities due to programme delays,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes - International Collaboration,NA,NA,A change due to the programme reblaancing as a result of work undertaken in support of concluding an amended contract,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Loss due to the difference between the set planning exchange rate and the forecast outturn ,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Process,NA,NA,Revised costing for Mission Planning System due to change from acquisition only to also include support,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Increase due to the reassessment of the need for capital spares (two long deployment kits,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,A loss in 2008/2009 due to the fall in the value of £ vs €,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,A reduction in the need to use the International Training Centre facilities due to programme delays,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An increase on payments for training service,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Inclusion of VAT on payments for training service,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Increase due to the reassessment of the need for capital spares,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Portable Removable On-Board Inert Gas Generation System fuel tank inerting system,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase based on latest delivery schedule,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Increase due to a revised estimate of the cost of training,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An increase in 2008/2009,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Inclusion of additional airworthiness support to cover aircraft release to service,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Variation in 2008/2009,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase in 2008/2009,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Reintroduction of one training simulator,A400M,2011,Historic,***
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Budgetary Factors,NA,NA,"Departmental Reviews have identified savings to programme risks (-£23m). Changed delivery profile from that in the Business Case (-£61m). Minor realism adjustments, includes UK share of Organisation Conjointe de Coopération en matière d'ARmement (OCCAR) Programme Division costs (+£5m), QinetiQ Support costs increased (+£1m), unidentified variance (+£1m). Equipment Programme Measure deleting 1 Simulator (-£20m). Minor realism changes includes Certification, Special To Type equipment and Training Facilities  (+£7m). Realism reprofile of Development Production Phase contract together with Directed Infra-Red Counter Measures and Cargo Hold Mock-up costs (-£4m)",A400M,2011,Historic,-94
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Defer UK A400M National Training Facility by 2 years (-£2m). Fuel Tank Inertion System Pipe work (+£6m). Deletion of Centralised Crypto Management Unit requirement (-£12m). Deletion of Civil Pallets Configuration Item (-£5m). Addition of Propeller Brake (+£6m). Option to re-profile Training Facilities for realism(-£1m). Programme measure to move deferred configuration Items back into aircraft delivery profile (-£2m). Reduction in number of aircraft to be equipped with Defensive Aids Sub-System from 25 to 9 (-£238m). Programme option to delete and defer Configuration Items and to slip In Service Date by 12 months. (-£81m). Option bringing the Defensive Aids Sub- System forward onto aircraft 1-9 (+£9m). Delay of programme by 9 months (-£12m) Deletion of one training simulator (-£23m),A400M,2011,Historic,-355
A400M_2011_2011_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes,NA,NA,"Realism to reflect 3 month delay in 2000/01 to contract effectivity (+£52m). Slip of aircraft payments and associated equipment to reflect above contract let decision (+£15m). Improved costing data for Configuration Items available (+£160m). Contract Effectivity Date slipped from November 2001 - October 2002 (+£149m). Contract Effectivity Date slipped from October 2002 - April 2003 (-£59m). Adjustments in line with increased knowledge of Programme (+£66m). Contract Effectivity Date slipped from April 2003 - May 2003, includes redefinition of Asset Deliveries to align with aircraft delivery schedule (-£30m).",A400M,2011,Historic,353
