Contracting.Department.ID,Contracting.Agency.ID,Contracting.Agency.Name,CSIS.Name,Summarized.Agency,SubCustomer,Customer
1900,19CB,INTERNATIONAL NATURAL RUBBER ORGANIZATION,,,State,State and IAP
1900,19CC,INTERNATIONAL COTTON ADVISORY COMMITTEE,,,State,State and IAP
1900,19CF,INTERNATIONAL COFFEE ORGANIZATION,,,State,State and IAP
1900,19CJ,INTERNATIONAL JUTE ORGANIZATION,,,State,State and IAP
1900,19CL,INTERNATIONAL LEAD AND ZINC STUDY GROUP,,,State,State and IAP
1900,19CR,INTERNATIONAL RUBBER STUDY GROUP,,,State,State and IAP
1900,19CS,INTERNATIONAL SUGAR ORGANIZATION,,,State,State and IAP
1900,19CV,INTERNATIONAL OFFICE OF VINE AND WINE,,,State,State and IAP
1900,19CW,INTERNATIONAL WHEAT COUNCIL,,,State,State and IAP
1900,19EC,INTERNATIONAL AGENCY FOR RESEARCH ON CANCER,,,State,State and IAP
1900,19EM,INTERNATIONAL BUREAU OF WEIGHTS AND MEASURES,,,State,State and IAP
1900,19EP,INTERNATL CENTER FOR THE STUDY OF THE PRESERVATION & RESTORA,,,State,State and IAP
1900,19ES,INTERNATIONAL SEED TESTING ASSOCIATION,,,State,State and IAP
1900,19EV,INTERNATL UNION FOR PROTECTION OF NEW VARIETIES OF PLANTS,,,State,State and IAP
1900,19EZ,INTERNATIONAL OFFICE OF EPIZOOTICS,,,State,State and IAP
1900,19FA,NORTH ATLANTIC SALMON CONSERVATION ORGANIZATION,,,State,State and IAP
1900,19FE,INTERNATIONAL COUNCIL FOR THE EXPLORATION OF THE SEA,,,State,State and IAP
1900,19FF,NORTH PACIFIC FUR SEAL COMMISSION,,,State,State and IAP
1900,19FG,GREAT LAKES FISHERY COMMISSION,,,State,State and IAP
1900,19FH,INTERNATIONAL PACIFIC HALIBUT COMMISSION,,,State,State and IAP
1900,19FL,INTERNATL COMM FOR THE CONSERVATION OF ATLANTIC TUNAS,,,State,State and IAP
1900,19FN,NORTHWEST ATLANTIC FISHERIES ORGANIZATION,,,State,State and IAP
1900,19FP,INTERNATIONAL NORTH PACIFIC FISHERIES COMMISSION,,,State,State and IAP
1900,19FR,COMM FOR THE CONSERVATION OF ANTARCTIC MARINE LIVING RSRCS,,,State,State and IAP
1900,19FT,INTER-AMERICAN TROPICAL TUNA COMMISSION,,,State,State and IAP
1900,19FW,INTERNATIONAL WHALING COMMISSION,,,State,State and IAP
1900,19LA,INTERNATIONAL BUREAU OF THE PERMANENT COURT OF ARBITRATION,,,State,State and IAP
1900,19LH,HAGUE CONFERENCE ON PRIVATE INTERNATIONAL LAW,,,State,State and IAP
1900,19LM,INTERNATIONAL ORGANIZATION FOR LEGAL METROLOGY,,,State,State and IAP
1900,19LU,INTERNATIONAL INSTITUTE FOR THE UNIFICATION OF PRIVATE LAW,,,State,State and IAP
1900,19MC,U.N. MEMORIAL CEMETARY COMMISSION,,,State,State and IAP
1900,19ME,INTERGOVERNMENTAL COMMITTEE FOR MIGRATION,,,State,State and IAP
1900,19MR,INTERNATIONAL COMMITTEE OF THE RED CROSS,,,State,State and IAP
1900,19NH,INTERNATIONAL HYDROGRAPHIC ORGANIZATION,,,State,State and IAP
1900,19NL,INTERNATL AGREEMENT REGARDING MAINTENANCE OF CERTAIN LIGHTS,,,State,State and IAP
1900,19PC,CANADA-UNITED STATES INTERPARLIAMENTARY GROUP,,,State,State and IAP
1900,19PM,MEXICO-UNITED STATES INTERPARLIAMENTARY GROUP,,,State,State and IAP
1900,19PU,INTERPARLIAMENTARY UNION,,,State,State and IAP
1900,19RA,NORTH ATLANTIC ASSEMBLY,,,State,State and IAP
1900,19RC,COLUMBO PLAN COUNCIL FOR TECHNICAL COOPERATION,,,State,State and IAP
1900,19RE,ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT,,,State,State and IAP
1900,19RN,NORTH ATLANTIC TREATY ORGANIZATION,,,State,State and IAP
1900,19RP,SOUTH PACIFIC COMMISSION,,,State,State and IAP
1900,19TC,CUSTOMS COOPERATION COUNCIL,,,State,State and IAP
1900,19TP,INTERNATIONAL BUREAU FOR THE PUBLICATION OF CUSTOMS TARIFFS,,,State,State and IAP
1900,19TT,GENERAL AGREEMENT ON TARIFFS AND TRADE,,,State,State and IAP
1900,19TW,WORLD TOURISM ORGANIZATION,,,State,State and IAP
1900,19TX,BUREAU OF INTERNATIONAL EXPOSITIONS,,,State,State and IAP
1900,19UA,INTERNATIONAL CIVIL AVIATION ORGANIZATION,,,State,State and IAP
1900,19UE,INTERNATIONAL ATOMIC ENERGY AGENCY,,,State,State and IAP
1900,19UF,FOOD AND AGRICULTURE ORGANIZATION,,,State,State and IAP
1900,19UG,INTERNATIONAL MARITIME ORGANIZATION,,,State,State and IAP
1900,19UH,WORLD HEALTH ORGANIZATION,,,State,State and IAP
1900,19UL,INTERNATIONAL LABOR ORGANIZATION,,,State,State and IAP
1900,19UM,WORLD METEOROLOGICAL ORGANIZATION,,,State,State and IAP
1900,19UN,UNITED NATIONS (AND SPECIAL PROGRAMS),,,State,State and IAP
1900,19UP,UNIVERSAL POSTAL UNION,,,State,State and IAP
1900,19UT,INTERNATIONAL TELECOMMUNICATIONS UNION,,,State,State and IAP
1900,19UW,WORLD INTELLECTUAL PROPERTY ORGANIZATION,,,State,State and IAP
2000,2000,"TREASURY, DEPARTMENT OF THE",,,Treasury,Other Agencies
2000,2001,DEPARTMENTAL OFFICES,,,Treasury,Other Agencies
9700,2002,DFAS INDIANAPOLIS CENTER,,,Treasury,Other Agencies
2000,2003,OFFICE OF THE GENERAL COUNSEL,,,Treasury,Other Agencies
2000,2004,INSPECTOR GENERAL,,,Treasury,Other Agencies
2000,2005,OFFICE OF THE ASSISTANT SECRETARY (MANAGEMENT),,,Treasury,Other Agencies
2000,2006,OFFICE OF THE ASSISTANT SECRETARY (ECONOMIC POLICY),,,Treasury,Other Agencies
2000,2007,OFFICE OF THE ASSISTANT SECRETARY (LEGISLATIVE AFFAIRS),,,Treasury,Other Agencies
2000,2008,OFF OF THE ASST SEC (PUBLIC AFFAIRS AND PUBLIC LIAISON),,,Treasury,Other Agencies
2000,2009,OFFICE OF THE ASSISTANT SECRETARY (INTERNATIONAL AFFAIRS),,,Treasury,Other Agencies
9700,2011,ACCTG DISB STA NR 660700,,,Treasury,Other Agencies
2000,2014,OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,,,Treasury,Other Agencies
9700,2015,DFAS-SL-EC,,,Treasury,Other Agencies
2000,2017,OFFICE OF THE ASSISTANT SECRETARY (TAX POLICY),,,Treasury,Other Agencies
9700,2019,DFAS INDIANAPOLIS CENTER,,,Treasury,Other Agencies
2000,2020,IMMED OFF OF THE ASST SEC (ENFORCEMENT AND OPERATIONS),,,Treasury,Other Agencies
2000,2022,"BUREAU OF ALCOHOL, TOBACCO AND FIREARMS",,,Treasury,Other Agencies
2000,2024,FEDERAL LAW ENFORCEMENT TRAINING CENTER,,,Treasury,Other Agencies
2000,2025,DEPARTMENT OF JUSTICE,,,Treasury,Other Agencies
2000,2026,FINANCIAL CRIME ENFORCEMENT NETWORK,,,Treasury,Other Agencies
2000,2027,ACCTG DISB STA NR 503000,,,Treasury,Other Agencies
2000,2028,Formerly Secret Service,,,Treasury,Other Agencies
2000,2029,DFAS ROME,,,Treasury,Other Agencies
2000,202E,OFFICE OF ENFORCEMENT AND OPERATIONS,,,Treasury,Other Agencies
2000,202M,OFFICE OF MONETARY AFFAIRS,,,Treasury,Other Agencies
2000,202T,OFFICE OF THE TREASURER OF THE UNITED STATES,,,Treasury,Other Agencies
2000,2030,IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR MONETARY AFFAIRS,,,Treasury,Other Agencies
2000,2031,IMMEDIATE OFFICE OF THE FISCAL ASSISTANT SECRETARY,,,Treasury,Other Agencies
2000,2032,OFFICE OF THE ASSISTANT SECRETARY (DOMESTIC FINANCE),,,Treasury,Other Agencies
2000,2033,FINANCIAL MANAGEMENT SERVICE,,,Treasury,Other Agencies
2000,2036,BUREAU OF THE PUBLIC DEBT,,,Treasury,Other Agencies
2000,2037,IMMED OFFICE OF THE DEPUTY ASSISTANT SECRETARY (ENFORCEMENT),,,Treasury,Other Agencies
2000,2038,OFFICE OF FOREIGN ASSETS CONTROL,,,Treasury,Other Agencies
2000,2039,OFFICE OF THE DEPUTY ASSISTANT SECRETARY (OPERATIONS),,,Treasury,Other Agencies
2000,203F,OFFICE OF THE FISCAL ASSISTANT SECRETARY,,,Treasury,Other Agencies
2000,203N,OFFICE OF THE DEPUTY ASSISTANT SECRETARY (ENFORCEMENT),,,Treasury,Other Agencies
2000,2040,IMMEDIATE OFFICE OF TREASURER OF THE UNITED STATES,,,Treasury,Other Agencies
2000,2041,BUREAU OF ENGRAVING AND PRINTING,,,Treasury,Other Agencies
2000,2044,UNITED STATES MINT,,,Treasury,Other Agencies
2000,2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,,,Treasury,Other Agencies
2000,2047,OFFICE OF THRIFT SUPERVISION,,,Treasury,Other Agencies
2000,2048,U.S. SAVINGS BONDS DIVISION,,,Treasury,Other Agencies
2000,2050,INTERNAL REVENUE SERVICE,,,Treasury,Other Agencies
2000,2061,FEDERAL FINANCING BANK,,,Treasury,Other Agencies
2000,2062,FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,,,Treasury,Other Agencies
2000,2065,NAT ADVISORY COUNCIL ON INTERNATL MONETARY AND FINANCIAL POL,,,Treasury,Other Agencies
2000,2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS,,,Treasury,Other Agencies
2000,2083,SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM,,,Treasury,Other Agencies
2000,2092,CORPORATION FOR PUBLIC BROADCASTING,,,Treasury,Other Agencies
2000,2093,DISTRICT OF COLUMBIA,,,Treasury,Other Agencies
2000,2095,LEGAL SERVICES CORPORATION,,,Treasury,Other Agencies
2000,2098,NEW YORK CITY,,,Treasury,Other Agencies
2000,20LP,INTERNATIONAL CRIMINAL POLICE ORGANIZATION (INTERPOL),,,Treasury,Other Agencies
9700,2100,DEPT OF THE ARMY,DEPT OF THE ARMY,DEPT OF THE ARMY,Army,Defense
9700,21XR,U.S. ARMY TROOP SUPPORT COMMAND,,,Other DoD,Defense
2201,2201,RESOLUTION TRUST CORPORATION,,,All other Customers,Other Agencies
2300,2300,U.S. TAX COURT,,,All other Customers,Other Agencies
2400,2400,OFFICE OF PERSONNEL MANAGEMENT,,,OFFICE OF PERSONNEL MANAGEMENT,Other Agencies
2400,2460,FEDERAL PREVAILING RATE ADVISORY COMMITTEE,,,All other Customers,Other Agencies
2400,2461,PRESIDENT'S COMMISSION ON WHITE HOUSE FELLOWSHIPS,,,All other Customers,Other Agencies
2400,2462,PRESIDENT'S COMMISSION ON EXECUTIVE EXCHANGE,,,All other Customers,Other Agencies
2500,2500,NATIONAL CREDIT UNION ADMINISTRATION,,,All other Customers,Other Agencies
9700,2525,ARMY CORPS OF ENGINEERS CIVIL WORKS,,,ERROR,ERROR
9700,2528,NATIONAL IMAGERY AND MAPPING AGENCY,,,ERROR,ERROR
9700,2529,FG7016 FWF ISSO RM,,,ERROR,ERROR
9700,2532,ACCTG DISB STA NR 672300,,,ERROR,ERROR
9700,2534,DFAS COLUMBUS CENTER,,,ERROR,ERROR
9700,2535,OTHER DEPARTMENT OF DEFENSE,,,ERROR,ERROR
9700,2536,ACCTG DISB STA NR 843055,,,ERROR,ERROR
9700,2538,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2540,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2542,DFAS COLUMBUS CENTER,,,ERROR,ERROR
9700,2544,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2546,AMERICAN FORCES INFORMATION SERVICE,,,ERROR,ERROR
9700,2547,DOT/FAA/AVN-20,,,ERROR,ERROR
9700,2550,DEPARTMENT OF DEFENSE,,,ERROR,ERROR
9700,2553,DEPARTMENT OF NAVY,,,ERROR,ERROR
9700,2554,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2557,CLERK TEMPORARY EMERGENCY,,,ERROR,ERROR
9700,2569,DFAS COLUMBUS CENTER,,,ERROR,ERROR
9700,2571,DFAS COLUMBUS CENTER,,,ERROR,ERROR
2600,2600,FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,,,All other Customers,Other Agencies
9700,2638,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,2640,ACCTG DISB STA NR 662400,,,ERROR,ERROR
9700,2641,ACCTG DISB STA NR 503000,,,ERROR,ERROR
9700,2644,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2645,ACCTG DISB STA NR 660700,,,ERROR,ERROR
9700,2648,ACCTG DISB STA NR 503000,,,ERROR,ERROR
9700,2650,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2651,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,2652,ACCTG DISB STA NR 660700,,,ERROR,ERROR
9700,2655,ACCTG DISB STA NR 503000,,,ERROR,ERROR
9700,2657,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2660,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,2662,ACCTG DISB STA NR 503000,,,ERROR,ERROR
9700,2664,ACCTG DISB STA NR 503000,,,ERROR,ERROR
9700,2666,DFAS ORLANDO,,,ERROR,ERROR
9700,2670,ACCTG DISB STA NR 660700,,,ERROR,ERROR
9700,2671,DFAS ROME,,,ERROR,ERROR
9700,2673,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,2675,ACCTG DISB STA NR 667100,,,ERROR,ERROR
2700,2700,FEDERAL COMMUNICATIONS COMMISSION,,,All other Customers,Other Agencies
2800,2800,SOCIAL SECURITY ADMINISTRATION,,,All other Customers,Other Agencies
2800,2804,OFFICE OF THE INSPECTOR GENERAL,,,All other Customers,Other Agencies
2800,2805,"DEPUTY COMMISSIONER - FINANCE, ASSESSMENT AND MANAGEMENT AND SENIOR FINANCIAL EXECUTIVE",,,All other Customers,Other Agencies
2800,2806,"DEPUTY COMMISSIONER - PROGRAMS, POLICY, EVALUATION, AND COMMUNICATIONS",,,All other Customers,Other Agencies
2900,2900,FEDERAL TRADE COMMISSION,,,FEDERAL TRADE COMMISSION,Other Agencies
300,300,LIBRARY OF CONGRESS,,,Library,Other Agencies
3000,3000,Formerly Interstate Commerce Commission,,,All other Customers,Other Agencies
3100,3100,NUCLEAR REGULATORY COMMISSION,,,NUCLEAR REGULATORY COMMISSION,Other Agencies
3300,3300,SMITHSONIAN INSTITUTION,,,SMITHSONIAN INSTITUTION,Other Agencies
3300,3320,"SMITHSONIAN INSTITUTION, EXC UNITS ADMIN UNDER SEP BRD OF TR",,,SMITHSONIAN INSTITUTION,Other Agencies
3352,3352,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,,,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,Other Agencies
3355,3355,NATIONAL GALLERY OF ART,,,NATIONAL GALLERY OF ART,Other Agencies
3300,3358,WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,,,All other Customers,Other Agencies
3400,3400,INTERNATIONAL TRADE COMMISSION,,,INTERNATIONAL TRADE COMMISSION,Other Agencies
3600,3600,"VETERANS AFFAIRS, DEPARTMENT OF",,,VA,Other Agencies
3600,3601,OFFICE OF THE SECRETARY,,,VA,Other Agencies
3600,3602,OFFICE OF THE DEPUTY SECRETARY,,,VA,Other Agencies
3600,3603,GENERAL COUNSEL,,,VA,Other Agencies
3600,3604,INSPECTOR GENERAL,,,VA,Other Agencies
3600,3605,ASSISTANT SECRETARY FOR MANAGEMENT,,,VA,Other Agencies
3600,3606,ASSISTANT SECRETARY FOR PLANNING AND ANALYSIS,,,VA,Other Agencies
3600,3607,ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENT AFFAIRS,,,VA,Other Agencies
3600,3608,ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,,,VA,Other Agencies
300,361,LIBRARY OF CONGRESS TRUST FUND BOARD,,,Library,Other Agencies
3600,3610,BOARD OF VETERANS APPEALS,,,VA,Other Agencies
3600,3611,ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,,,VA,Other Agencies
3600,3612,BOARD OF CONTRACT APPEALS,,,VA,Other Agencies
3600,3613,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,,,VA,Other Agencies
3600,3614,ASSISTANT SECRETARY FOR ACQUISITION AND FACILITIES,,,VA,Other Agencies
300,362,PERMANENT COMMITTEE FOR THE OLIVER WENDELL HOLMES DEVISE,,,Library,Other Agencies
3600,3620,UNDER SECRETARY FOR HEALTH/VETERANS HEALTH ADMINISTRATION,,,VA,Other Agencies
3600,3621,ACTUARIAL ANALYSIS AND DATA DEVELOPMENT SERVICE,,,VA,Other Agencies
3600,3622,DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,,,VA,Other Agencies
3600,3623,DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,,,VA,Other Agencies
3600,3624,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND ANALYSIS,,,VA,Other Agencies
3600,3625,DEPUTY ASSISTANT SECRETARY FOR BUDGET,,,VA,Other Agencies
3600,3627,ASSISTANT SECRETARY FOR FINANCIAL MANAGEMENT,,,VA,Other Agencies
3600,3628,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT,,,VA,Other Agencies
3600,3630,DIRECTORY/NATIONAL CEMETERY ADMINISTRATION,,,VA,Other Agencies
3600,3632,DEPUTY ASSISTANT SECRETARY FOR EQUAL EMPLOYMENT OPPORTUNITY,,,VA,Other Agencies
3600,3633,DEPUTY ASSISTANT SECRETARY ADMINISTRATION,,,VA,Other Agencies
3600,3634,DEPUTY ASSISTANT SECRETARY HUMAN RESOURCES MANAGEMENT,,,VA,Other Agencies
3600,3636,IMMEDIATE OFFICE OF ASST SEC FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,,,VA,Other Agencies
3600,3637,DEPUTY ASSISTANT SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,,,VA,Other Agencies
3600,3638,DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,,,VA,Other Agencies
3600,3640,UNDER SECRETARY FOR BENEFITS/VETERANS BENEFITS ADMINISTATION,,,VA,Other Agencies
3600,3641,DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,,,VA,Other Agencies
3600,3643,DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,,,VA,Other Agencies
3600,3644,DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,,,VA,Other Agencies
3600,3646,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,,,VA,Other Agencies
3600,3647,DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,,,vA,Other Agencies
3600,3648,DEPUTY ASSISTANT SECRETARY FOR LEGISLATIVE AFFAIRS,,,VA,Other Agencies
3600,3649,IMMEDIATE OFFICE OF ASST SECRETARY FOR HUMAN RESOURCES AND ADMIN,,,VA,Other Agencies
3600,3650,ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,,VA,Other Agencies
3600,3651,IMMEDIATE OFFICE OF THE ASST SECRETARY FOR INFORMATION AND TECHNOLOGY,,,VA,Other Agencies
3600,3652,DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,,VA,Other Agencies
3600,3660,VETERANS DAY NATIONAL COMMITTEE,,,VA,Other Agencies
400,400,GOVERNMENT PRINTING OFFICE,,,All other Customers,Other Agencies
4100,4100,MERIT SYSTEMS PROTECTION BOARD,,,MERIT SYSTEMS PROTECTION BOARD,Other Agencies
4200,4200,PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION,,,All other Customers,Other Agencies
4400,4400,ACTION,,,All other Customers,Other Agencies
4500,4500,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,,,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other Agencies
4500,4565,EQUAL EMPLOYMENT OPPORTUNITY COORDINATING COUNCIL,,,All other Customers,Other Agencies
4601,4601,DELAWARE RIVER BASIN COMMISSION,,,All other Customers,Other Agencies
4602,4602,APPALACHIAN REGIONAL COMMISSION,,,All other Customers,Other Agencies
4605,4605,SUSQUEHANNA RIVER BASIN COMMISSION,,,All other Customers,Other Agencies
4607,4607,INTERSTATE COMMISSION ON THE POTOMAC RIVER BASIN,,,All other Customers,Other Agencies
4609,4609,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,,,All other Customers,Other Agencies
4700,4700,GENERAL SERVICES ADMINISTRATION,,,GSA,GSA
4700,4701,IMMEDIATE OFFICE OF THE ADMINISTRATOR,,,GSA,GSA
4700,4703,OFFICE OF GENERAL COUNSEL,,,GSA,GSA
4700,4704,OFFICE OF INSPECTOR GENERAL,,,GSA,GSA
4700,4705,OFFICE OF MANAGEMENT SERVICES AND HUMAN RESOURCES,,,GSA,GSA
4700,4707,OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,,,GSA,GSA
4700,4708,OFFICE OF PUBLIC AFFAIRS,,,GSA,GSA
4700,4710,INFORMATION SECURITY OVERSIGHT OFFICE,,,GSA,GSA
4700,4711,OFFICE OF POLICY ANALYSIS,,,GSA,GSA
4700,4712,GSA BOARD OF CONTRACT APPEALS,,,GSA,GSA
4700,4713,OFFICE OF ACQUISITION POLICY,,,GSA,GSA
4700,4715,OFFICE OF ETHICS AND CIVIL RIGHTS,,,GSA,GSA
4700,4717,OFFICE OF THE CHIEF FINANCIAL OFFICER,,,GSA,GSA
4700,4719,OFFICE OF OPERATIONS,,,GSA,GSA
4700,4720,INFORMATION TECHNOLOGY SERVICE,,,GSA,GSA
4700,4722,OFFICE OF REGIONAL ADMINISTRATORS,,,GSA,GSA
4700,4724,OFFICE OF CIVIL RIGHTS,,,GSA,GSA
4700,4728,OFFICE OF ENTERPRISE DEVELOPMENT,,,GSA,GSA
4700,4730,FEDERAL SUPPLY SERVICE,,,GSA,GSA
4700,4732,FEDERAL ACQUISITION SERVICE,,,GSA,GSA
4700,4735,FEDERAL TECHNOLOGY SERVICE,,,GSA,GSA
4700,4740,PUBLIC BUILDINGS SERVICE,,,GSA,GSA
4700,4743,OFFICE OF CHILDCARE,,,GSA,GSA
4700,4745,OFFICE OF GOVERNMENTWIDE POLICY,,,GSA,GSA
4700,4747,OFFICE OF SMART CARD INITIATIVES,,,GSA,GSA
4700,4750,OFFICE OF THE CHIEF INFORMATION OFFICER,,,GSA,GSA
4700,4760,OFFICE OF THE CHIEF ACQUISITION OFFICER,,,All other Customers,Other Agencies
4817,4817,STATE JUSTICE INSTITUTE,,,All other Customers,Other Agencies
4821,4821,INTERNATIONAL CULTURAL AND TRADE CENTER COMMISSION,,,All other Customers,Other Agencies
4836,4836,"COMMISSION ON EXECUTIVE, LEGISLATIVE, AND JUDICIAL SALARIES",,,All other Customers,Other Agencies
4849,4849,OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,,,All other Customers,Other Agencies
4852,4852,NATIONAL COMMISSION TO PREVENT INFANT MORTALITY,,,All other Customers,Other Agencies
4853,4853,COMMISSION FOR THE STUDY OF INTERNATIONAL MIGRATION AND COOP ECONOMIC DEVEL,,,All other Customers,Other Agencies
4854,4854,INTER-AGENCY COUNCIL FOR HOMELESS,,,All other Customers,Other Agencies
4855,4855,OFFICE OF THE NUCLEAR WASTE NEGOTIATION,,,All other Customers,Other Agencies
8600,4865,INTERAGENCY COUNCIL ON THE HOMELESS,,,All other Customers,Other Agencies
4900,4900,NATIONAL SCIENCE FOUNDATION,,,NATIONAL SCIENCE FOUNDATION,Other Agencies
4900,4960,NATIONAL SCIENCE BOARD,,,All other Customers,Other Agencies
49SA,49SA,INTERNATIONAL ASTRONOMICAL UNION,,,All other Customers,Other Agencies
49SB,49SB,INTERNATIONAL UNION OF BIOLOGICAL SCIENCES,,,All other Customers,Other Agencies
49SC,49SC,INTERNATIONAL UNION OF PURE AND APPLIED CHEMISTRY,,,All other Customers,Other Agencies
49SD,49SD,INTERNATIONAL UNION OF GEODESY AND GEOPHYSICS,,,All other Customers,Other Agencies
49SE,49SE,INTERNATIONAL UNION OF GEOLOGICAL SCIENCES,,,All other Customers,Other Agencies
49SF,49SF,INTERNATIONAL UNION OF PURE AND APPLIED PHYSICS,,,All other Customers,Other Agencies
49SG,49SG,INTERNATIONAL GEOGRAPHICAL UNION,,,All other Customers,Other Agencies
49SH,49SH,INTERNATIONAL UNION OF THE HISTORY AND PHILOSOPHY OF SCIENCE,,,All other Customers,Other Agencies
49SK,49SK,INTERNATIONAL UNION OF BIOCHEMISTRY,,,All other Customers,Other Agencies
49SL,49SL,INTERNATIONAL UNION OF PHARMACOLOGY,,,All other Customers,Other Agencies
49SM,49SM,INTERNATIONAL MATHEMATICAL UNION,,,All other Customers,Other Agencies
49SN,49SN,INTERNATIONAL UNION OF NUTRITIONAL SCIENCES,,,All other Customers,Other Agencies
49SP,49SP,INTERNATIONAL UNION OF PHYSIOLOGICAL SCIENCES,,,All other Customers,Other Agencies
49SR,49SR,INTERNATIONAL UNION OF RADIO SCIENCE,,,All other Customers,Other Agencies
49SS,49SS,INTERNATIONAL UNION OF PSYCHOLOGICAL SCIENCE,,,All other Customers,Other Agencies
49ST,49ST,INTERNATIONAL UNION OF THEORETICAL AND APPLIED MECHANICS,,,All other Customers,Other Agencies
49SU,49SU,INTERNATIONAL COUNCIL OF SCIENTIFIC UNIONS,,,All other Customers,Other Agencies
49SV,49SV,INTERNATIONAL UNION FOR PURE AND APPLIED BIOPHYSICS,,,All other Customers,Other Agencies
49SW,49SW,INTERNATIONAL UNION OF MICROBOLOGICAL SOCIETIES,,,All other Customers,Other Agencies
49SX,49SX,INTERNATIONAL UNION OF CRYSTALLOGRAPHY,,,All other Customers,Other Agencies
49SY,49SY,INTERNATIONAL UNION OF IMMUNOLOGICAL SOCIETIES,,,All other Customers,Other Agencies
50,50,HOUSE OF REPRESENTATIVES ZAAA,,,All other Customers,Other Agencies
500,500,GENERAL ACCOUNTING OFFICE,,,All other Customers,Other Agencies
5000,5000,SECURITIES AND EXCHANGE COMMISSION,,,SECURITIES AND EXCHANGE COMMISSION,Other Agencies
500,501,COMPTROLLER GENERAL OF THE UNITED STATES,,,Comptroller,Other Agencies
5094,5094,SECURITIES INVESTOR PROTECTION CORPORATION,,,All other Customers,Other Agencies
5100,5100,FEDERAL DEPOSIT INSURANCE CORPORATION,,,All other Customers,Other Agencies
5200,5200,OFF OF THE FED INSPECTOR FOR THE AK NATURAL GAS TRANSPORT,,,All other Customers,Other Agencies
5400,5400,FEDERAL LABOR RELATIONS AUTHORITY,,,FEDERAL LABOR RELATIONS AUTHORITY,Other Agencies
5500,5500,ADVISORY COMMISSION ON INTERGOVERNMENTAL RELATIONS,,,All other Customers,Other Agencies
500,559,"GAO, EXCEPT COMPTROLLER GENERAL",,,Comptroller,Other Agencies
5600,5600,CENTRAL INTELLIGENCE AGENCY,,,All other Customers,Other Agencies
9700,5700,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,Air Force,Defense
5800,5800,FEDERAL EMERGENCY MANAGEMENT AGENCY,,,FEMA,Other Agencies
5800,5801,IMMEDIATE OFFICE OF THE DIRECTOR OF FEMA,,,FEMA,Other Agencies
